loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
12500.25,36 months,17.32,375.5,D,D1,Operations Manager,7 years,RENT,61000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.5,Mar-2000,11.0,0.0,11600.0,57.2,24.0,w,INDIVIDUAL,1.0,0.0,"567 Pine Street
AE 29597"
15200.0,60 months,19.85,425.32,E,E2,Operations Manager,7 years,RENT,55000.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,22.5,Mar-2002,11.0,0.0,12500.0,65.8,21.0,w,INDIVIDUAL,1.0,0.0,"325 Mountain View Drive
Billings, MT 48052"
11500.0,36 months,17.45,372.5,D,D1,Project Manager,7 years,MORTGAGE,68000.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.25,Mar-1998,12.0,0.0,13500.0,60.5,27.0,f,INDIVIDUAL,2.0,0.0,"851 Pine Grove Lane
Maplewood, AE 29597"
15800.0,36 months,8.48,490.25,A,A5,Senior Financial Analyst,7 years,MORTGAGE,95000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.2,Mar-1995,13.0,0.0,18500.0,45.5,29.0,w,INDIVIDUAL,3.0,0.0,"425 Highland Drive
AP 05113"
25000.0,60 months,20.85,725.45,E,E1,Operations Manager,7 years,MORTGAGE,82000.0,Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,22.5,Mar-1998,14.0,0.0,25000.0,65.8,32.0,f,INDIVIDUAL,2.0,0.0,"851 Pleasant Valley Road
Tulsa, OK 30723"
11250.5,36 months,9.92,352.64,B,B1,Operations Manager,7 years,MORTGAGE,65000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,15.8,Mar-1999,11.0,0.0,12500.0,48.5,25.0,f,INDIVIDUAL,2.0,0.0,"825 Pine Street
Tulsa, OK 30723"
11245.32,36 months,7.85,351.28,A,A5,Financial Analyst,7 years,MORTGAGE,78500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,14.8,Mar-1997,12.0,0.0,15250.0,44.5,28.0,w,INDIVIDUAL,3.0,0.0,"523 Pine Lane
AE 29597"
10500.0,36 months,14.25,362.45,C,C1,Operations Manager,7 years,RENT,58000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,17.85,Mar-2001,11.0,0.0,9800.0,55.2,22.0,f,INDIVIDUAL,1.0,0.0,"425 Pine Street
Billings, MT 48052"
11205.32,36 months,6.95,345.62,A,A4,Project Manager,7 years,MORTGAGE,82500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,15.23,Mar-1998,12.0,0.0,12500.0,32.5,26.0,f,INDIVIDUAL,2.0,0.0,"425 Pine Grove Road
Burlington, VT 00813"
10825.5,36 months,14.25,372.86,C,C2,Operations Manager,7 years,RENT,58500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-2001,11.0,0.0,9850.0,52.5,22.0,f,INDIVIDUAL,1.0,0.0,"567 Pine Valley Road
Billings, MT 48052"
10250.5,36 months,13.85,349.62,C,C1,Operations Manager,7 years,RENT,55000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,17.85,Mar-2001,11.0,0.0,11500.0,52.5,23.0,w,INDIVIDUAL,1.0,0.0,"125 Liberty Street
AP 05113"
12450.32,36 months,6.15,375.25,A,A1,Financial Analyst,7 years,MORTGAGE,85000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,13.5,Mar-1997,11.0,0.0,13100.0,28.8,27.0,w,INDIVIDUAL,2.0,0.0,"123 Palm Drive
Honolulu, HI 22690"
11205.32,36 months,6.92,345.67,A,A4,Financial Analyst,7 years,MORTGAGE,82500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,13.85,Mar-1998,12.0,0.0,10500.0,32.5,26.0,f,INDIVIDUAL,2.0,0.0,"145 Maple Street
Burlington, VT 00813"
19850.25,36 months,11.35,625.42,B,B3,Financial Analyst,7 years,MORTGAGE,105000.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,17.5,Mar-1995,13.0,0.0,25800.0,55.8,32.0,f,INDIVIDUAL,3.0,0.0,"567 Highland Drive
Springfield, AP 05113"
20234.52,36 months,7.82,620.45,A,A4,Senior Project Manager,7 years,MORTGAGE,115000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.42,Mar-1994,14.0,0.0,29200.0,47.5,32.0,w,INDIVIDUAL,4.0,0.0,"835 Pine Valley Drive
Santa Barbara, CA 70466"
10825.5,36 months,17.85,389.42,D,D2,Operations Manager,4 years,RENT,48500.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,18.75,Mar-2002,11.0,0.0,9850.0,62.5,20.0,f,INDIVIDUAL,0.0,0.0,"567 Pine Street
Los Angeles, CA 70466"
10825.52,36 months,14.25,325.45,C,C1,Project Manager,7 years,MORTGAGE,68500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.85,Mar-1998,11.0,0.0,12500.0,58.25,26.0,f,INDIVIDUAL,2.0,0.0,"583 Palmetto Drive
Honolulu, HI 22690"
10500.0,36 months,11.35,345.82,B,B3,Operations Manager,7 years,MORTGAGE,65000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,15.8,Mar-1998,11.0,1.0,8500.0,48.5,26.0,f,INDIVIDUAL,2.0,1.0,"567 Palm Lane
Honolulu, HI 22690"
10500.25,36 months,14.15,362.84,C,C1,Operations Manager,7 years,RENT,58000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-2002,11.0,0.0,10200.0,57.2,21.0,f,INDIVIDUAL,0.0,0.0,"425 Mountain View Road
Burlington, VT 00813"
13785.25,36 months,18.95,410.28,D,D5,Operations Manager,7 years,RENT,65000.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.45,Mar-2000,11.0,0.0,12500.0,58.5,24.0,f,INDIVIDUAL,1.0,0.0,"1234 Palm Avenue
Honolulu, HI 22690"
11253.45,36 months,14.82,389.56,C,C3,Account Manager,7 years,RENT,48500.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,18.75,Mar-2002,11.0,0.0,10825.35,63.5,22.0,f,INDIVIDUAL,1.0,0.0,"456 Pine Street
Sacramento, CA 70466"
9850.25,36 months,11.42,325.65,B,B3,Project Manager,7 years,RENT,62000.0,Not Verified,Jan-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.5,Mar-1998,10.0,0.0,11000.0,52.5,22.0,f,INDIVIDUAL,1.0,0.0,"125 Pine Lane
Burlington, VT 00813"
10805.83,36 months,14.61,352.34,C,C2,Operations Manager,7 years,RENT,51024.26,Not Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,19.46,Jun-2000,11.0,0.0,10880.0,58.61,21.0,f,INDIVIDUAL,1.0,0.0,"456 Oak Street
Tulsa, OK 30723"
11250.5,36 months,14.35,387.62,C,C1,Operations Manager,7 years,MORTGAGE,75000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-1998,11.0,0.0,12500.0,55.2,26.0,f,INDIVIDUAL,3.0,0.0,"567 Pine Street
Billings, MT 48052"
21500.5,36 months,11.25,625.85,B,B3,Project Manager,7 years,MORTGAGE,110000.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-1995,14.0,0.0,28500.0,58.5,32.0,f,INDIVIDUAL,3.0,0.0,"567 Pine Street
Springfield, AP 05113"
24500.0,60 months,14.85,678.25,C,C4,Operations Manager,7 years,MORTGAGE,95000.0,Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,21.5,Mar-1996,14.0,0.0,28500.0,63.5,32.0,f,INDIVIDUAL,3.0,0.0,"567 Pacific Lane
San Jose, CA 70466"
18245.32,60 months,20.15,510.25,E,E1,Operations Manager,7 years,MORTGAGE,74500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.85,Mar-1999,12.0,0.0,18350.25,64.5,26.0,w,INDIVIDUAL,2.0,0.0,"123 Palm Grove Lane
Honolulu, HI 22690"
13245.5,36 months,14.85,395.42,C,C4,Marketing Manager,7 years,RENT,58500.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,21.35,Mar-2001,11.0,0.0,12850.0,62.5,21.0,f,INDIVIDUAL,1.0,0.0,"123 Sunset Drive
Santa Monica, CA 11650"
11250.5,36 months,13.85,348.62,C,C2,Project Manager,7 years,RENT,62000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,18.25,Mar-2000,11.0,0.0,11500.0,53.2,24.0,w,INDIVIDUAL,1.0,0.0,"567 Oak Lane
Springfield, AE 29597"
11205.32,36 months,17.85,345.62,D,D2,Operations Manager,7 years,RENT,52500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.45,Mar-2002,10.0,0.0,9856.23,58.75,21.0,f,INDIVIDUAL,0.0,0.0,"185 Pine Lane
Burlington, VT 00813"
12650.5,36 months,14.35,385.25,C,C4,Operations Manager,7 years,RENT,55000.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,21.5,Apr-2001,11.0,0.0,12800.0,62.5,21.0,f,INDIVIDUAL,1.0,0.0,"525 Palm Avenue
San Jose, CA 11650"
15325.45,36 months,17.85,475.62,D,D3,Operations Manager,7 years,OWN,58500.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,21.35,Mar-1998,11.0,0.0,14250.0,58.75,25.0,f,INDIVIDUAL,1.0,0.0,"851 Mountain View Road
Salt Lake City, UT 93700"
21500.5,60 months,20.15,575.25,E,E1,Operations Manager,7 years,MORTGAGE,76500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.85,Mar-2000,12.0,0.0,18500.0,58.5,27.0,w,INDIVIDUAL,2.0,0.0,"325 Pine Valley Drive
Billings, MT 48052"
11200.5,36 months,11.35,368.42,B,B3,Project Manager,7 years,RENT,68500.0,Not Verified,Jun-2023,Fully Paid,credit_card,Credit Card Refinancing,16.8,Mar-2000,11.0,0.0,15200.0,58.5,24.0,f,INDIVIDUAL,1.0,0.0,"555 Palm Street
Sacramento, CA 70466"
23500.0,36 months,7.65,730.25,A,A4,Senior Project Manager,7 years,MORTGAGE,145000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-1994,15.0,0.0,35000.0,46.5,35.0,f,INDIVIDUAL,4.0,0.0,"175 Maple Lane
Burlington, VT 00813"
9500.0,36 months,11.85,315.23,B,B3,Project Manager,7 years,RENT,62000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-2001,10.0,0.0,11500.0,55.2,22.0,f,INDIVIDUAL,1.0,0.0,"234 Cedar Lane
Springfield, AP 05113"
11250.5,36 months,13.85,340.25,C,C1,Operations Manager,7 years,MORTGAGE,72500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,17.25,Mar-1998,11.0,0.0,12500.0,56.2,27.0,f,INDIVIDUAL,3.0,0.0,"425 Maple Lane
AE 29597"
11235.5,36 months,17.85,352.48,D,D1,Operations Manager,7 years,RENT,58250.25,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.25,Mar-2002,11.0,0.0,9950.75,62.5,21.0,f,INDIVIDUAL,0.0,0.0,"225 Pine Street
Springfield, AP 05113"
10500.0,36 months,14.85,365.25,C,C2,Operations Manager,7 years,RENT,52000.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,18.5,Mar-2001,11.0,0.0,12500.0,62.5,22.0,f,INDIVIDUAL,1.0,0.0,"567 Palm Lane
Honolulu, HI 22690"
15200.5,36 months,6.25,465.32,A,A1,Financial Analyst,7 years,MORTGAGE,98500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,14.25,Mar-1996,13.0,0.0,19500.0,32.5,30.0,w,INDIVIDUAL,3.0,0.0,"584 Maple Lane
Metro City, AP 05113"
12500.25,36 months,17.45,375.82,D,D1,Operations Manager,7 years,RENT,58500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.25,Mar-2000,11.0,0.0,11800.0,57.2,23.0,w,INDIVIDUAL,1.0,0.0,"825 Mountain View Road
Tulsa, OK 30723"
27500.0,60 months,21.15,815.25,E,E2,Operations Manager,7 years,MORTGAGE,115000.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.85,Apr-1996,15.0,0.0,31500.0,67.2,35.0,f,INDIVIDUAL,3.0,0.0,"825 Palm Lane
Honolulu, HI 22690"
25800.5,60 months,17.65,780.25,D,D4,Project Manager,7 years,MORTGAGE,120500.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.85,Mar-1995,15.0,0.0,32500.0,65.4,35.0,f,INDIVIDUAL,4.0,0.0,"825 Maple Lane
Billings, MT 48052"
25123.45,60 months,23.65,725.82,F,F1,Operations Manager,7 years,MORTGAGE,95000.0,Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,22.45,Mar-1997,17.0,0.0,28500.0,65.8,39.0,f,INDIVIDUAL,3.0,0.0,"456 Pine Valley Road
Billings, MT 48052"
11525.5,36 months,6.92,356.82,A,A4,Senior Accountant,7 years,MORTGAGE,82500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,15.23,Mar-1998,12.0,0.0,12500.0,32.5,26.0,f,INDIVIDUAL,2.0,0.0,"124 Pine Street
Montpelier, VT 00813"
18500.0,36 months,11.25,560.45,B,B3,Financial Analyst,7 years,MORTGAGE,98000.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,18.5,Apr-1995,13.0,0.0,25600.0,57.2,31.0,f,INDIVIDUAL,3.0,0.0,"123 Palm Grove Lane
Honolulu, HI 22690"
9750.25,36 months,11.45,318.64,B,B3,Operations Manager,7 years,RENT,62000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-1998,10.0,0.0,11200.0,53.2,23.0,f,INDIVIDUAL,1.0,0.0,"425 Pine Valley Road
Burlington, VT 00813"
15200.5,36 months,17.45,450.25,D,D1,Operations Manager,7 years,RENT,65000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,18.75,Mar-2001,11.0,0.0,13500.0,59.8,23.0,w,INDIVIDUAL,1.0,0.0,"567 Pine Street
Billings, MT 48052"
11250.5,36 months,10.85,345.67,B,B4,Financial Analyst,7 years,RENT,68500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.75,Mar-2000,11.0,0.0,13500.0,52.5,24.0,w,INDIVIDUAL,1.0,0.0,"567 Mountain View Drive
Bozeman, MT 48052"
19857.32,36 months,7.82,621.45,A,A4,Account Manager,7 years,MORTGAGE,115000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.42,Mar-1994,14.0,0.0,28500.0,47.5,32.0,w,INDIVIDUAL,4.0,0.0,"123 Oak Lane
San Jose, CA 70466"
13500.25,36 months,17.65,425.82,D,D1,Operations Manager,7 years,MORTGAGE,68500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.75,Mar-1998,12.0,0.0,12800.0,58.5,27.0,f,INDIVIDUAL,2.0,0.0,"851 Rainbow Drive
Los Angeles, CA 70466"
11750.5,36 months,13.85,362.45,C,C4,Operations Manager,7 years,RENT,58000.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,21.5,Mar-2001,11.0,0.0,12000.0,58.5,23.0,w,INDIVIDUAL,0.0,0.0,"157 Pine Street
Portland, ME 86630"
17085.09,60 months,20.3,484.75,E,E1,Operations Manager,7 years,MORTGAGE,70214.87,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.65,Mar-1999,11.0,0.0,14378.14,55.75,25.0,w,INDIVIDUAL,2.0,0.0,"123 Pine Street
San Jose, CA 70466"
24150.25,60 months,17.85,678.42,D,D1,Operations Manager,7 years,MORTGAGE,85000.0,Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,22.45,Mar-1995,15.0,0.0,25000.0,65.5,35.0,f,INDIVIDUAL,3.0,0.0,"8251 Mountain View Drive
Salt Lake City, UT 93700"
12450.32,36 months,6.15,375.85,A,A1,Financial Analyst,7 years,MORTGAGE,85500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,13.45,Mar-1997,11.0,0.0,13100.0,28.5,26.0,w,INDIVIDUAL,2.0,0.0,"825 Palm Street
Honolulu, HI 22690"
7850.25,36 months,18.32,285.64,D,D2,Operations Manager,7 years,RENT,51500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.2,Mar-2002,9.0,0.0,8950.25,62.5,18.0,f,INDIVIDUAL,0.0,0.0,"584 Maple Street
San Jose, CA 70466"
11500.0,36 months,9.25,368.42,B,B1,Project Manager,7 years,MORTGAGE,75000.0,Not Verified,Jan-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.5,Jun-1998,11.0,0.0,14500.0,48.5,25.0,f,INDIVIDUAL,2.0,0.0,"485 Pine Street
Burlington, VT 00813"
13500.25,36 months,17.45,385.62,D,D1,Operations Manager,7 years,RENT,58000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.5,Mar-2001,11.0,0.0,12500.0,55.8,23.0,w,INDIVIDUAL,1.0,0.0,"125 Mountain View Road
Tulsa, OK 30723"
10125.5,36 months,19.85,325.45,E,E1,Operations Manager,7 years,RENT,51000.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,21.5,Mar-2002,10.0,0.0,11000.0,61.2,20.0,f,INDIVIDUAL,1.0,0.0,"456 Mountain View Drive
Salt Lake City, UT 93700"
11250.0,36 months,7.92,352.48,A,A5,Financial Analyst,7 years,MORTGAGE,78500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.2,Mar-1997,12.0,0.0,14500.0,43.5,25.0,w,INDIVIDUAL,3.0,0.0,"567 Market Lane
AE 29597"
14250.32,36 months,5.85,432.45,A,A1,Project Manager,7 years,MORTGAGE,98500.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,13.42,Mar-1997,12.0,0.0,15200.0,27.5,28.0,w,INDIVIDUAL,3.0,0.0,"481 Oak Street
Tulsa, OK 30723"
11250.5,36 months,14.25,387.65,C,C1,Operations Manager,7 years,MORTGAGE,68500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.8,Mar-1998,11.0,0.0,12500.0,55.8,26.0,f,INDIVIDUAL,2.0,0.0,"523 Pine Street
Springfield, AP 05113"
11245.32,36 months,11.25,352.48,B,B4,Sales Manager,7 years,RENT,58000.0,Not Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,19.25,Mar-2001,11.0,0.0,12500.0,55.2,23.0,f,INDIVIDUAL,0.0,0.0,"125 Pine Street
Portland, ME 86630"
11245.32,36 months,11.25,368.42,B,B3,Operations Manager,7 years,RENT,65000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,17.2,Mar-2001,11.0,0.0,12500.0,54.2,23.0,f,INDIVIDUAL,0.0,0.0,"456 Summit Drive
AE 29597"
15872.45,60 months,26.83,495.62,G,G1,Operations Manager,7 years,RENT,68500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,18.45,Mar-2002,12.0,0.0,11245.0,45.8,24.0,w,INDIVIDUAL,1.0,0.0,"825 Cedar Lane
Springfield, AP 05113"
15280.5,60 months,20.45,452.3,E,E1,Operations Manager,7 years,RENT,58900.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.85,Mar-2001,11.0,0.0,12100.0,62.5,23.0,f,INDIVIDUAL,1.0,0.0,"157 Maple Drive
Montpelier, VT 00813"
24500.0,60 months,18.25,725.45,D,D4,Operations Manager,7 years,MORTGAGE,95000.0,Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,19.8,Mar-1995,14.0,0.0,25000.0,65.5,32.0,f,INDIVIDUAL,3.0,0.0,"555 Oak View Drive
Sacramento, CA 70466"
11500.0,36 months,17.82,372.45,D,D1,Operations Manager,7 years,MORTGAGE,65000.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,19.2,Mar-1998,12.0,0.0,13500.0,58.5,27.0,f,INDIVIDUAL,2.0,0.0,"851 Pleasant Valley Road
AE 29597"
11250.5,36 months,17.65,352.48,D,D1,Operations Manager,7 years,MORTGAGE,65000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,18.75,Mar-2000,11.0,0.0,12500.0,62.5,24.0,f,INDIVIDUAL,2.0,0.0,"485 Mountain View Road
Montpelier, VT 00813"
10250.5,36 months,14.25,325.45,C,C2,Project Manager,7 years,MORTGAGE,68500.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,16.85,Mar-1998,11.0,0.0,12500.0,58.25,26.0,f,INDIVIDUAL,2.0,0.0,"567 Palm Lane
Honolulu, HI 22690"
11850.25,36 months,13.85,352.68,C,C4,Operations Manager,7 years,RENT,57500.0,Source Verified,Jun-2023,Charged Off,debt_consolidation,Debt Consolidation Loan,19.8,Mar-2001,11.0,0.0,12500.0,58.5,23.0,w,INDIVIDUAL,1.0,0.0,"456 Ocean View Drive
Santa Monica, CA 70466"
9875.32,36 months,11.45,325.64,B,B3,Project Manager,7 years,MORTGAGE,65000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,15.8,Mar-2000,11.0,0.0,12500.0,52.5,24.0,f,INDIVIDUAL,1.0,0.0,"555 Maple Street
Santa Monica, CA 70466"
25820.5,60 months,17.65,785.32,D,D4,Operations Manager,7 years,MORTGAGE,110500.0,Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,18.9,Mar-1995,15.0,0.0,32500.0,65.4,35.0,f,INDIVIDUAL,4.0,0.0,"523 Pine Valley Road
Billings, MT 48052"
10500.5,36 months,7.85,328.45,A,A4,Financial Analyst,6 years,RENT,75000.0,Not Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,15.2,Mar-2000,11.0,0.0,11200.0,42.5,24.0,f,INDIVIDUAL,1.0,0.0,"123 Pine Street
Los Angeles, CA 70466"
11500.0,36 months,13.85,392.45,C,C1,Project Manager,7 years,RENT,55000.0,Source Verified,Jun-2023,Fully Paid,debt_consolidation,Debt Consolidation Loan,18.5,Mar-2001,11.0,0.0,12000.0,54.2,23.0,w,INDIVIDUAL,1.0,0.0,"528 Oak Lane
Springfield, AP 05113"
