loan_amnt	term	int_rate	installment	grade	sub_grade	emp_title	emp_length	home_ownership	annual_inc	verification_status	issue_d	loan_status	purpose	title	dti	earliest_cr_line	open_acc	pub_rec	revol_bal	revol_util	total_acc	initial_list_status	application_type	mort_acc	pub_rec_bankruptcies	address
14617.22	36	14.45	502.78	C	C3	Data Analyst	6 years	MORTGAGE	93603.98	Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.71	Dec-1999	13.0	0.0	21541.18	60.41	31.0	f	INDIVIDUAL	3.0	0.0	"901 Oak Street
San Francisco, CA 94105"
17108.48	60	14.38	401.46	C	C2	Financial Analyst	4 years	MORTGAGE	109568.57	Verified	May-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.33	Jun-2002	12.0	0.0	26793.18	57.06	35.0	w	INDIVIDUAL	2.0	0.0	"234 Elm Street
Chicago, IL 60601"
23739.87	36	17.82	856.11	D	D1	Data Analyst	5 years	RENT	93303.06	Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.16	Aug-1997	14.0	0.0	25648.01	66.31	31.0	f	INDIVIDUAL	2.17	0.0	"123 Corporate Drive
Vermont, VT 00813"
24253.9	60	17.74	612.46	D	D1	Marketing Manager	10+ years	MORTGAGE	91684.81	Verified	Apr-2023	Fully Paid	credit_card	Credit Card Refinancing	19.37	Sep-1998	12.0	0.0	24384.18	65.19	29.0	f	INDIVIDUAL	2.17	0.0	"456 Business Road
Vermont, VT 00813"
23767.93	60	20.81	640.46	E	E4	Sales Manager	5 years	RENT	93336.08	Verified	Dec-2023	Fully Paid	debt_consolidation	Debt Consolidation	19.16	Aug-1996	15.0	0.0	26030.0	63.98	34.0	w	INDIVIDUAL	0.0	0.0	"456 Liberty Street
Miami, FL 33101"
27185.35	36	20.59	1018.5	E	E1	Data Scientist	10+ years	MORTGAGE	97973.26	Source Verified	Feb-2023	Fully Paid	home_improvement	Home Improvement	19.85	May-2002	13.0	0.0	27240.0	65.19	32.0	f	INDIVIDUAL	3.0	0.0	"123 Corporate Avenue
VT 00813"
12000.0	36	20.0	445.96	E	E4	Sales Associate	2 years	RENT	55000.0	Not Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	20.8	May-2015	10.0	0.0	12000.0	60.0	16.0	w	INDIVIDUAL	0.0	0.0	"123 Main Street
Los Angeles, CA 11650"
18000.0	60	20.5	481.91	E	E1	Customer Service	5 years	MORTGAGE	63000.0	Source Verified	Dec-2022	Charged Off	other	Other	24.5	Aug-2013	14.0	0.0	18000.0	65.0	22.0	f	INDIVIDUAL	2.0	0.0	"456 Elm Street
New York, CA 11650"
12255.43	36	14.39	421.19	C	C5	Data Analyst	6 years	RENT	66246.66	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.73	Oct-2002	11.28	0.0	12465.36	57.42	25.11	w	INDIVIDUAL	1.15	0.0	"185 Main Street
Chicago, IL 60601"
11405.44	36	14.27	391.31	C	C2	Sales Manager	9 years	MORTGAGE	66733.78	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.32	Jul-2004	11.85	0.0	12978.17	54.05	25.72	w	INDIVIDUAL	2.23	0.0	"456 Elm Street
Boston, MA 02108"
12490.59	36	14.2	428.11	C	C3	Software Engineer	5 years	RENT	62009.06	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.09	Sep-2007	11.0	0.0	10981.55	59.85	21.0	f	INDIVIDUAL	0.0	0.0	"735 Main Street
Indianapolis, IN 46202"
26798.2	60	14.24	626.89	C	C2	Business Manager	10+ years	MORTGAGE	150744.18	Not Verified	Oct-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.37	Feb-2002	14.0	0.0	22568.35	38.92	31.0	w	INDIVIDUAL	2.0	0.0	"2380 E Oak Street
Phoenix, AZ 85004"
20319.21	36	14.45	698.91	C	C3	Teacher	8 years	OWN	55063.82	Verified	Nov-2022	Fully Paid	medical	Medical Expenses	23.25	May-2009	7.0	0.0	23313.41	58.61	16.0	w	INDIVIDUAL	1.0	0.0	"1840 Austin Court
Denver, CO 80201"
10675.96	60	14.56	251.52	C	C1	Sales Representative	3 years	RENT	55200.0	Not Verified	Dec-2022	Fully Paid	credit_card	Credit Card Refinancing	23.63	Jul-2005	9.0	0.0	35000.0	61.67	23.0	f	INDIVIDUAL	0.0	0.0	"4441 Myrtle Street
San Diego, CA 92103"
21239.59	36	12.42	709.73	B	B3	Teacher	8 years	OWN	91188.69	Not Verified	Jun-2023	Fully Paid	credit_card	Credit Card Refinancing	19.68	Apr-2011	14.0	0.0	21700.39	49.25	24.0	w	INDIVIDUAL	1.0	0.0	219 Oak Street\r\nChicago, IL 60607
25010.0	60	15.25	598.27	C	C4	Business Manager	10+ years	MORTGAGE	105876.5	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.42	Mar-2008	16.0	0.0	29244.74	58.57	30.0	f	INDIVIDUAL	2.0	0.0	345 Maple Avenue\r\nNew York, NY 10101
11023.54	36	11.13	361.58	B	B5	Marketing Manager	6 years	RENT	62000.0	Not Verified	Jan-2023	Charged Off	debt_consolidation	Debt Consolidation	17.4	May-2009	10.0	0.0	22000.0	50.2	22.0	w	INDIVIDUAL	0.0	0.0	"901 Tech Drive
San Jose, CA 11650"
17058.37	60	12.49	383.69	C	C4	Accountant	9 years	MORTGAGE	83000.0	Verified	Feb-2023	Charged Off	home_improvement	Home Improvement	20.3	Nov-2006	12.0	0.0	30000.0	60.1	25.0	f	INDIVIDUAL	1.0	0.0	"1234 Business Street
New York, NY 11650"
19512.57	36	6.25	595.82	A	A3	Data Analyst	6 years	MORTGAGE	107724.39	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.17	Aug-2007	11.0	0.0	22135.5	41.98	26.0	w	INDIVIDUAL	2.0	0.0	"345 Tech Boulevard
MT 48052"
15408.68	36	7.62	480.16	A	A1	Financial Analyst	9 years	OWN	86427.0	Verify	Mar-2023	Fully Paid	home_improvement	Home Improvement	13.78	Apr-2004	9.0	0.0	18982.23	36.77	16.0	w	INDIVIDUAL	1.0	0.0	"456 Business Street
MT 48052"
9876.2	60	11.95	219.44	B	B2	Marketing Manager	9 years	RENT	75196.77	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.68	Jan-2009	11.36	0.0	17782.69	55.21	25.08	f	INDIVIDUAL	1.79	0.0	"798 Marketing Drive
Portland, OR 97201"
15481.43	36	11.32	509.19	B	B5	Data Analyst	6 years	RENT	81964.02	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.52	Jun-2007	11.41	0.0	17052.23	52.23	24.58	w	INDIVIDUAL	1.91	0.0	"281 Finance Street
Orlando, FL 32801"
16175.47	60	20.45	432.61	E	E2	IT Specialist	10+ years	MORTGAGE	67452.56	Not Verified	Jan-2023	Charged Off	debt_consolidation	Debt Consolidation	21.04	Aug-2005	12.0	0.0	13519.06	61.49	24.0	w	INDIVIDUAL	0.98	0.0	"789 IT Boulevard
Chicago, IL 70466"
13471.32	36	20.03	500.85	E	E3	Marketing Manager	5 years	RENT	59372.05	Source Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	21.85	May-2002	11.0	0.0	13144.85	64.23	26.0	f	INDIVIDUAL	0.93	0.0	"456 Marketing Drive
San Francisco, CA 70466"
12419.79	36	14.28	426.17	C	C3	Data Analyst	6 years	RENT	62128.4	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.94	Oct-2004	11.04	0.0	12559.24	57.72	23.24	f	INDIVIDUAL	1.73	0.0	"123 Data Avenue
MT 48052"
13469.47	36	14.36	462.71	C	C2	Marketing Manager	9 years	MORTGAGE	67366.57	Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.42	Jun-2002	10.87	0.0	14243.84	54.35	24.8	w	INDIVIDUAL	1.41	0.0	"789 Marketing Road
MT 48052"
26492.22	60	17.97	672.3	D	D2	Sales Manager	6 years	MORTGAGE	128582.95	Verified	Dec-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.71	May-2001	13.0	0.0	32391.15	65.39	34.0	f	INDIVIDUAL	3.0	0.0	"456 Tech Avenue
AP 05113"
27517.88	36	17.51	988.09	D	D3	IT Consultant	9 years	RENT	113334.71	Verify Source	Nov-2023	Fully Paid	credit_card	Credit Card Refinancing	17.96	Aug-2003	15.0	0.0	29475.32	62.18	32.0	w	INDIVIDUAL	0.0	0.0	"789 Business Road
AP 05113"
9364.69	36	11.27	307.79	B	B5	Data Analyst	6 years	RENT	63052.07	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.73	Jun-2006	11.0	0.0	11346.79	48.53	25.0	f	INDIVIDUAL	1.2	0.0	"943 Oak Street
Toledo, OH 43604"
22311.5	60	12.64	503.55	C	C3	Marketing Manager	10+ years	MORTGAGE	98936.84	Source Verified	Jun-2023	Fully Paid	major_purchase	Major Purchase	18.19	Oct-2010	14.0	0.0	21871.16	61.39	30.0	f	INDIVIDUAL	1.5	0.0	"315 Grove Street
Grand Rapids, MI 49504"
8408.86	36	10.53	273.43	B	B2	Sales Representative	5 years	RENT	64643.86	Not Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.44	Feb-2011	10.0	0.0	10339.03	44.79	22.0	w	INDIVIDUAL	1.2	0.0	"881 River Street
Augusta, GA 30901"
24002.44	60	14.13	560.11	D	D1	Business Owner	10+ years	OWN	105434.55	Verified	Jul-2023	Fully Paid	home_improvement	Home Improvement	20.59	May-2005	16.0	0.0	30173.31	69.23	32.0	w	INDIVIDUAL	2.0	0.0	"465 Walnut Street
Fort Wayne, IN 46801"
12436.33	36	11.01	407.21	B	B3	Customer Service Representative	4 years	RENT	64028.08	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.37	Dec-2009	11.0	0.0	12895.92	51.29	24.0	w	INDIVIDUAL	1.2	0.0	"818 Oak Street
Santa Rosa, CA 95401"
12050.42	36	14.59	415.32	C	C4	Data Analyst	6 years	RENT	63051.66	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.58	Jun-2007	11.51	0.0	13024.53	62.36	23.96	w	INDIVIDUAL	1.63	0.0	"843 Oak Street
Wilmington, DE 19801"
9778.0	60	13.57	225.34	C	C2	Marketing Manager	9 years	RENT	58737.05	Not Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.48	Jan-2003	9.47	0.0	11098.55	51.67	21.07	f	INDIVIDUAL	1.22	0.0	"136 Maple Street
Dover, DE 19901"
12469.99	36	14.3	428.01	C	C3	Software Engineer	5 years	RENT	63030.06	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.09	Aug-2003	11.24	0.0	11538.93	55.3	23.16	w	INDIVIDUAL	1.44	0.0	"123 Tech Street
Anytown, MT 48052"
11438.89	36	14.32	392.73	C	C1	Business Manager	10+ years	RENT	65015.32	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.8	Dec-2008	11.35	0.0	11849.73	51.44	23.62	f	INDIVIDUAL	1.44	0.0	"456 Main Street
Anytown, MT 48052"
12340.92	36	11.31	405.84	B	B1	Data Analyst	6 years	RENT	70001.74	Not Verified	Jan-2023	Charged Off	debt_consolidation	Debt Consolidation	18.19	Apr-2002	10.0	0.0	16000.0	55.2	24.0	w	INDIVIDUAL	0.78	0.0	"1234 Lending Rd
ME 86630"
8761.3	36	11.52	289.0	B	B2	Marketing Manager	4 years	RENT	52396.02	Source Verified	Feb-2023	Charged Off	debt_consolidation	Debt Consolidation	18.37	Jul-2001	10.0	0.0	12675.42	48.05	24.0	f	INDIVIDUAL	1.0	0.06	"5678 Finance St
ME 86630"
12492.67	36	11.14	409.82	B	B5	Data Analyst	6 years	RENT	72357.06	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.75	Oct-2004	11.96	0.14	12520.81	49.58	26.12	w	INDIVIDUAL	1.03	0.14	"898 Lending Avenue
AE 29597"
12758.88	36	11.31	419.58	B	B3	Business Development Manager	9 years	MORTGAGE	85332.86	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.07	Jun-2003	11.43	0.14	12222.65	55.08	25.79	w	INDIVIDUAL	1.23	0.14	"234 Credit Street
AE 29597"
10220.81	36	14.45	351.56	C	C5	Data Analyst	6 years	RENT	59046.82	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.88	Apr-2004	11.81	0.0	10347.33	50.64	22.94	f	INDIVIDUAL	1.26	0.0	"367 Oak Street
Houston, TX 77002"
13160.75	60	14.27	308.07	C	C2	Operations Manager	9 years	MORTGAGE	64171.87	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.61	Jul-2001	11.42	0.0	11768.67	59.07	26.1	f	INDIVIDUAL	2.16	0.0	"456 Maple Avenue
Seattle, WA 98101"
13223.01	36	13.79	450.58	C	C5	Data Analyst	6 years	RENT	103692.07	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.57	Jun-2006	13.0	0.0	22461.02	64.42	31.0	w	INDIVIDUAL	0.0	0.0	"216 Market St
Reston, VA 20190"
10921.5	60	15.81	264.49	C	C4	Marketing Manager	10+ years	MORTGAGE	88448.27	Not Verified	Sep-2023	Fully Paid	major_purchase	Major Purchase	19.29	Nov-2013	9.0	0.0	23839.76	58.29	25.0	w	INDIVIDUAL	1.0	0.0	"105 Arbor View
New York, NY 10011"
13265.05	36	12.69	444.97	C	C1	Accountant	5 years	OWN	113013.66	Source Verified	Jul-2023	Fully Paid	small_business	Small Business Loan	16.77	Aug-2008	14.0	0.0	22410.25	55.63	29.0	f	INDIVIDUAL	0.0	0.0	"485 Sunset Dr
Kansas City, MO 64116"
15000.0	36	11.2	492.5	B	B4	Marketing Manager	6 years	RENT	80000.0	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.4	Aug-2007	11.0	0.0	22000.0	58.3	25.0	w	INDIVIDUAL	0.0	0.0	"1245 Tech Drive
OK 30723"
11000.0	60	12.5	247.48	B	B1	Operations Manager	4 years	MORTGAGE	90000.0	Source Verified	Feb-2023	Fully Paid	home_improvement	Home Improvement	19.6	May-2001	9.0	0.0	19000.0	42.1	22.0	f	INDIVIDUAL	2.0	0.0	"678 Business Way
OK 30723"
9384.71	36	14.35	322.34	C	C3	Marketing Manager	6 years	RENT	56361.73	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.36	Apr-2001	10.64	0.0	10481.33	54.67	23.03	f	INDIVIDUAL	1.0	0.0	"14 Marketing Street
Chicago, IL 60601"
10402.84	36	13.73	354.18	C	C1	Operations Manager	9 years	RENT	58694.53	Source Verified	Jun-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.79	Aug-2003	11.44	0.0	10173.54	57.64	22.28	w	INDIVIDUAL	1.0	0.0	"212 Tech Drive
San Francisco, CA 94105"
11829.18	36	14.56	407.52	C	C2	Marketing Manager	6 years	RENT	63183.08	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.45	Dec-2002	11.02	0.0	11771.13	58.42	23.92	w	INDIVIDUAL	1.53	0.0	"3221 Financial Drive
Honolulu, HI 22690"
10420.17	36	13.93	355.78	C	C1	Sales Representative	4 years	MORTGAGE	68274.26	Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.49	Aug-2005	10.61	0.0	11659.94	55.07	22.82	f	INDIVIDUAL	1.34	0.0	"1111 Main Street
Honolulu, HI 22690"
10200.0	36	6.95	314.71	A	A3	Data Analyst	5 years	MORTGAGE	83000.0	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.21	Aug-2007	13.0	0.0	21000.0	41.51	25.0	w	INDIVIDUAL	2.0	0.0	"901 Oak Drive
MT 48052"
19005.63	60	8.29	388.01	B	B2	Financial Advisor	10+ years	RENT	103000.0	Verified	Jun-2023	Fully Paid	car	Car Loan	20.58	Oct-2011	15.0	0.0	32000.0	55.0	20.0	f	INDIVIDUAL	1.0	0.0	"111 Pine Street
MT 48052"
11740.52	36	14.03	401.43	C	C3	Data Analyst	6 years	RENT	63069.08	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.48	Jun-2005	11.48	0.0	10411.28	59.24	22.64	w	INDIVIDUAL	0.75	0.0	"3101 Peachtree Dunwoody Rd
Atlanta, GA 30360"
9384.71	36	14.35	322.34	C	C3	Marketing Manager	6 years	RENT	56361.73	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.36	Apr-2001	10.64	0.0	10481.33	54.67	23.03	f	INDIVIDUAL	1.0	0.0	"612 Corporate Drive
Norman, OK 30723"
9502.36	36	13.91	324.35	C	C1	Financial Analyst	8 years	RENT	58533.66	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.89	Oct-2007	9.71	0.0	11020.5	49.46	22.28	f	INDIVIDUAL	0.62	0.0	"1034 Main St
Raleigh, NC 27601"
9289.9	36	13.8	316.61	C	C2	Software Engineer	4 years	RENT	58677.5	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.52	Feb-2002	9.68	0.0	9858.46	56.41	21.93	w	INDIVIDUAL	1.0	0.0	"239 Technology Drive
Norman, OK 30723"
10077.61	36	14.21	345.46	C	C1	Operations Manager	8 years	RENT	61193.89	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.68	Aug-2007	11.32	0.0	10776.75	55.34	23.83	w	INDIVIDUAL	1.0	0.0	"765 Georgia Avenue
Columbus, OH 43212"
9384.71	36	14.04	320.93	C	C2	Data Analyst	5 years	RENT	57375.71	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.06	Dec-2004	10.39	0.0	10337.64	57.32	21.93	f	INDIVIDUAL	1.0	0.0	"55 Technology Drive
Atlanta, GA 30339"
12431.31	36	14.17	425.9	C	C3	Data Analyst	6 years	RENT	65449.05	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.02	Jun-2006	11.04	0.0	11364.92	59.17	22.92	f	INDIVIDUAL	1.44	0.0	"1951 Lincoln Avenue
MT 48052"
11729.55	36	14.41	403.23	C	C1	Business Analyst	4 years	RENT	64533.66	Verify	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.3	Aug-2000	11.03	0.0	10801.36	52.21	23.46	f	INDIVIDUAL	1.35	0.0	"1456 Kansas Avenue
MT 48052"
12420.79	36	11.05	406.93	B	B5	Data Analyst	6 years	RENT	71063.08	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.67	Oct-2005	11.29	0.16	12982.34	50.62	25.16	w	INDIVIDUAL	1.57	0.16	"4865 Birch Street
Detroit, MI 48201"
9489.2	60	11.24	207.46	B	B4	Marketing Manager	9 years	MORTGAGE	68884.34	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.07	Jun-2009	10.21	0.17	11157.57	53.5	24.43	f	INDIVIDUAL	1.43	0.17	"4213 Maple Street
Denver, CO 80203"
11839.52	36	14.59	408.05	C	C3	Data Analyst	6 years	RENT	66110.66	Source Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.84	Jun-2000	11.26	0.0	11889.43	54.38	23.99	w	INDIVIDUAL	1.35	0.0	"808 Generic Drive
Richmond, VA 23220"
9573.3	36	13.31	323.99	C	C2	Marketing Manager	9 years	RENT	59803.72	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.95	Jan-2001	9.87	0.0	11148.31	58.45	22.91	f	INDIVIDUAL	1.43	0.0	"42 Generic Street
Virginia Beach, VA 23452"
12420.79	36	11.42	409.12	B	B5	Data Analyst	6 years	RENT	74209.4	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.94	Jun-2006	11.2	0.2	13010.7	50.62	23.8	w	INDIVIDUAL	1.47	0.16	"942 Corporate Drive
Kalamazoo, MI 49001
MT 48052"
12178.13	36	6.15	371.31	A	A5	Data Analyst	5 years	MORTGAGE	80069.69	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	12.89	Dec-1996	11.34	0.0	12667.76	28.09	26.68	w	INDIVIDUAL	2.0	0.0	"456 Financial St
Honolulu, HI 22690"
16230.86	60	12.13	362.11	B	B2	Marketing Manager	9 years	MORTGAGE	83155.64	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.94	Apr-2002	10.83	0.09	14131.85	55.3	23.36	f	INDIVIDUAL	1.13	0.19	"156 Main Street
Tulsa, OK 74119
MT 48052"
12360.69	36	6.15	376.88	A	A4	Marketing Manager	8 years	MORTGAGE	86657.04	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	14.05	Oct-1995	10.75	0.0	13250.9	30.01	26.05	w	INDIVIDUAL	2.0	0.0	"789 Corporate Dr
Honolulu, HI 22690"
12469.79	36	17.58	448.19	D	D2	Sales Manager	5 years	RENT	63336.66	Not Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.02	Oct-2003	11.0	0.0	12046.23	55.33	23.0	f	INDIVIDUAL	1.32	0.0	"5657 Falmouth Boulevard
Augusta, GA 30919"
9506.24	36	17.99	343.63	D	D1	Customer Service Representative	10+ years	MORTGAGE	55765.51	Source Verified	Mar-2023	Fully Paid	debt_consolidation	Debt Consolidation	18.85	Jul-2004	9.0	0.0	7040.75	59.49	22.0	f	INDIVIDUAL	1.38	0.0	"1384 Hartwell Avenue
Knoxville, TN 37924"
10142.65	36	14.39	348.58	C	C3	Data Analyst	5 years	RENT	61227.08	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.16	Oct-2003	11.32	0.0	11794.69	54.59	23.91	f	INDIVIDUAL	1.47	0.0	"909 Market Street
Pittsburgh, PA 15222"
10924.36	36	14.31	375.02	C	C1	Business Development Manager	10+ years	MORTGAGE	64989.59	Verified	Apr-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.58	Aug-2002	10.19	0.0	11152.07	50.41	23.11	w	INDIVIDUAL	1.29	0.0	"134 Oak Street
Raleigh, NC 27601"
13543.25	36	7.14	419.04	A	A2	Data Analyst	6 years	MORTGAGE	91074.89	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.6	Aug-1997	11.38	0.0	19335.96	39.34	27.17	w	INDIVIDUAL	3.0	0.0	111 Tech Avenue\r\nAP 05113
16163.68	36	7.51	502.87	A	A4	Financial Analyst	9 years	MORTGAGE	110623.26	Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.9	May-1996	13.65	0.0	22744.37	43.3	32.41	w	INDIVIDUAL	3.0	0.0	222 Business Road\r\nAP 05113
9384.71	36	14.35	322.34	C	C3	Marketing Manager	6 years	RENT	56361.73	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.36	Apr-2001	10.64	0.0	10481.33	54.67	23.03	f	INDIVIDUAL	1.0	0.0	"765 Business Street
Norman, OK 30723"
9489.9	36	13.9	323.88	C	C2	Software Engineer	4 years	RENT	58530.05	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	16.54	Feb-2002	11.01	0.0	10568.55	56.28	22.04	w	INDIVIDUAL	1.0	0.0	"682 Business Street
Norman, OK 30723"
20700.62	36	7.96	648.3	A	A4	Software Engineer	9 years	MORTGAGE	105662.74	Verified	Nov-2023	Fully Paid	home_improvement	Home Improvement	16.08	Sep-1993	14.33	0.11	28929.59	47.21	32.6	w	INDIVIDUAL	3.75	0.11	"421 Innovation Drive
New York, NY 10021"
23323.35	36	7.78	728.5	A	A5	Data Scientist	6 years	MORTGAGE	113784.89	Source Verified	Feb-2023	Fully Paid	debt_consolidation	Debt Consolidation	15.91	Aug-1998	13.38	0.13	27494.66	46.71	31.43	w	INDIVIDUAL	3.85	0.13	"234 Technology Avenue
San Jose, CA 95113"
10253.89	36	14.39	352.4	C	C5	Data Analyst	6 years	RENT	62020.72	Not Verified	Jan-2023	Fully Paid	debt_consolidation	Debt Consolidation	17.67	Jun-2007	11.51	0.0	12020.21	51.37	22.38	f	INDIVIDUAL	0.84	0.0	"914 Market St
Sacramento, CA 95814"
